Parafia pod wezwaniem Świętego Stanisława Kostki	http://www.stanislawk.diecezja.gda.pl/	Gdańsk	ul. A. Abrahama 38	80-307 Gdańsk	http://colaska.pl/index/parafia/id/1920	18.568164,54.3900403
Parafia pod wezwaniem Świętej Teresy Benedykty od Krzyża (Edyty Stein)	http://www.diecezja.gda.pl/modules.php?name=Kuria&op=Parafia&par=505	Gdańsk	ul. Wawelska 21	80-034 Gdańsk	http://colaska.pl/index/parafia/id/1921	18.6098953,54.3301505
Parafia pod wezwaniem Świętego Walentego	http://www.parafiawalenty.pl/	Gdańsk	ul. Jesienna 13	80-298 Gdańsk-Matarnia	http://colaska.pl/index/parafia/id/1922	18.5097420215607,54.3717335923619
Parafia pod wezwaniem Świętego Wojciecha	http://www.gsd.gda.pl/parafie/wojciech/	Gdańsk	Trakt św. Wojciecha 440	80-007 Gdańsk-Świety Wojciech	http://colaska.pl/index/parafia/id/1923	18.6374416,54.2869998
Parafia pod wezwaniem Świętego Wojciecha	http://www.gsd.gda.pl/parafie/swibno/	Gdańsk	ul. ks. T. Boguckiego 52 a	80-690 Gdańsk-Świbno	http://colaska.pl/index/parafia/id/1924	18.9164024591446,54.33568765773
Parafia pod wezwaniem Trójcy Świętej	http://www.gsd.gda.pl/parafie/archikatedra/	Gdańsk	ul. Cystersów 17	80-330 Gdańsk-Oliwa	http://colaska.pl/index/parafia/id/1925	18.5583237,54.4107719
Parafia pod wezwaniem Wniebowzięcia Najświętszej Maryi Panny	http://www.gsd.gda.pl/parafie/wniegda/	Gdańsk	ul. Podkramarska 5	80-834 Gdańsk	http://colaska.pl/index/parafia/id/1926	18.6533735,54.3498217
Parafia pod wezwaniem Zmartwychwstania Pańskiego	http://www.stos.opoka.org.pl/cr-gda.htm	Gdańsk	ul. M. Gomółki (11)13	80-279 Gdańsk-Wrzeszcz	http://colaska.pl/index/parafia/id/1927	18.5778449,54.3841752
Parafia pod wezwaniem Wniebowzięcia Najświętszej Maryi Panny		Gdeszyn	Gdeszyn 25	22-457 Horyszów	http://colaska.pl/index/parafia/id/1928	,
Parafia pod wezwaniem Narodzenia Najświętszej Maryi Panny		Gdów	Gdów 38	32-420 Gdów	http://colaska.pl/index/parafia/id/1929	 20.196749567985535,49.907570924423574
Parafia pod wezwaniem bł.Urszuli Ledóchowskiej		Gdynia		81-601 Gdynia-Chwarzno	http://colaska.pl/index/parafia/id/1930	18.4584279713021,54.5006866287784
Parafia pod wezwaniem Chrystusa Dobrego Pasterza	http://www.diecezja.gda.pl/parafie/dekanat9/dpasterz.htm	Gdynia	ul. Lniana 19	81-015 Gdynia-Cisowa	http://colaska.pl/index/parafia/id/1931	18.4373570718972,54.5461447302472
Parafia pod wezwaniem Chrystusa Króla	http://www.diecezja.gda.pl/parafie/dekanat8/pgmkack.htm	Gdynia	ul. Halicka 6 a	81-506 Gdynia-Mały Kack	http://colaska.pl/index/parafia/id/1932	18.5309238,54.4887297
Parafia pod wezwaniem Chrystusa Miłosiernego	http://www.gsd.gda.pl/parafie/redlowo/	Gdynia	ul. M. Kopernika 75	81-456 Gdynia-Redłowo	http://colaska.pl/index/parafia/id/1933	18.5514081,54.4960989
Parafia pod wezwaniem Ducha Świętego i Świętej Katarzyny Aleksandryjskiej	http://www.duchaobluze.diecezja.gda.pl/	Gdynia	ul. Zielona 11 d	81-113 Gdynia-Obłuże	http://colaska.pl/index/parafia/id/1934	 18.52769136428833,54.551227976991214
Parafia pod wezwaniem Matki Boskiej Bolesnej	http://www.parafia-orlowo.pl/	Gdynia	ul. ks. S. Zawackiego 4	81-514 Gdynia-Orłowo	http://colaska.pl/index/parafia/id/1935	18.5433752,54.4856732
Parafia pod wezwaniem Matki Bożej Częstochowskiej		Gdynia	ul. J. Śmidowicza (53)5	81-127 Gdynia	http://colaska.pl/index/parafia/id/1936	18.5379468,54.5426699
Parafia pod wezwaniem Matki Boskiej Licheńskiej Bolesnej Królowej Polski i Świętego Jerzego	http://www.diecezja.gda.pl/parafie/dekanat-pbabiedoly.htm	Gdynia	ul. Rybaków 1 a	81-197 Gdynia-Babie Doły	http://colaska.pl/index/parafia/id/1937	18.5389073,54.5766029
Parafia pod wezwaniem MB Różańcowej		Gdynia		81-078 Gdynia-Demptowo	http://colaska.pl/index/parafia/id/1938	 18.453458547592163,54.53303568633068
Parafia pod wezwaniem Niepokalanego Serca Maryi	http://parafiakarwiny.pl	Gdynia	ul. K. Makuszyńskiego 2	81-595 Gdynia-Karwiny	http://colaska.pl/index/parafia/id/1939	18.4895408,54.4740204
Parafia pod wezwaniem NMP Królowej Polski		Gdynia	Armii Krajowej 26	81-372 Gdynia 18	http://colaska.pl/index/parafia/id/1940	18.5426291,54.5175259
Parafia pod wezwaniem NSPJ		Gdynia		81-365 Gdynia	http://colaska.pl/index/parafia/id/1941	18.5359418392181,54.5184037750398
Parafia pod wezwaniem Podwyższenia Krzyża Świętego i Niepokalanego Poczęcia Najświętszej Maryi Panny	http://www.diecezja.gda.pl/parafie/dekanat7/podwwit.htm	Gdynia	ul. Hodowlana 3	81-606 Gdynia-Witomino	http://colaska.pl/index/parafia/id/1942	18.5057901,54.4957213
Parafia pod wezwaniem Przemienienia Pańskiego		Gdynia		81-005 Gdynia-Cisowa	http://colaska.pl/index/parafia/id/1943	18.4533465263233,54.5466502562736
Parafia pod wezwaniem Św. Andrzeja Boboli	http://www.bobola.gdynia.pl	Gdynia	Pl. św. Andrzeja 1	81-168 Gdynia-Obłuże	http://colaska.pl/index/parafia/id/1944	18.5091253,54.5522116
Parafia pod wezwaniem Świętego Antoniego Padewskiego	http://www.gdynia.franciszkanie.pl/	Gdynia	ul. K. Ujejskiego 40	81-426 Gdynia	http://colaska.pl/index/parafia/id/1945	18.5399097,54.5065967
Parafia pod wezwaniem św.Jadwigi Królowej		Gdynia		81-580 Gdynia	http://colaska.pl/index/parafia/id/1946	,
Parafia pod wezwaniem Świętego Jana Chrzciciela i Świętego Brata Alberta Chmielowskiego	http://dhoffman.webd.pl/parafia/	Gdynia	ul. Chylońska 129	81-041 Gdynia-Chylonia	http://colaska.pl/index/parafia/id/1947	18.4632999,54.5441925
Parafia pod wezwaniem Świętego Józefa	http://www.jozef.pl	Gdynia	ul. S. Ramułta 13	81-241 Gdynia-Leszczynki	http://colaska.pl/index/parafia/id/1948	18.4915439,54.5335324
Parafia pod wezwaniem św.Judy Tadeusza		Gdynia		81-153 Gdynia-Pogórze	http://colaska.pl/index/parafia/id/1949	 18.483402729034424,54.55695845531955
<a href="/files/pictures/1950/1.jpg" alt="colaska.pl" title="Parafia pod wezwaniem Świętego Karola Boromeusza" rel="prettyPhoto[pp_gal]"><img src="/files/pictures/1950/m1.jpg" class="mainImage radius"/></a>Parafia pod wezwaniem Świętego Karola Boromeusza	http://www.karol.gdynia.pl/	Gdynia	ul. Górnicza 3	81-572 Gdynia-Wielki Kack	http://colaska.pl/index/parafia/id/1950	 18.481260985136032,54.46695047435525
Parafia pod wezwaniem Świętego Maksymiliana Marii Kolbego	http://www.diecezja.gda.pl/parafie/dekanat7/makswit.htm	Gdynia	ul. Konwaliowa 13	81-651 Gdynia-Witomino	http://colaska.pl/index/parafia/id/1951	18.5126986,54.498314
Parafia pod wezwaniem Św. Michała Archanioła	http://www.parafia.oksy.net.pl/	Gdynia	ul. płk. S. Dąbka 1	81-107 Gdynia-Oksywie	http://colaska.pl/index/parafia/id/1952	18.55181,54.5477161
Parafia pod wezwaniem Świętego Mikołaja Biskupa i Matki Boskiej Bolesnej	http://www.mikolaj.diecezja.gda.pl/	Gdynia	ul. św. Mikołaja 1	81-062 Gdynia-Chylonia	http://colaska.pl/index/parafia/id/1953	18.4792971,54.5386548
Parafia pod wezwaniem Świętego Pawła Apostoła	http://www.diecezja.gda.pl/parafie/dekanat-pgdypogg.htm	Gdynia	ul. płk. S. Dąbka 328	81-175 Gdynia-Pogórze	http://colaska.pl/index/parafia/id/1954	18.4925496,54.5614479
Parafia pod wezwaniem Świętej Rodziny	http://www.swrodzina.diecezja.gda.pl/	Gdynia	ul. H. Kołłątaja 40	81-333 Gdynia-Grabówek	http://colaska.pl/index/parafia/id/1955	18.5204916,54.5226124
Parafia pod wezwaniem Świętego Stanisława Kostki	http://www.jezuici.pl/gdynia.parafia/	Gdynia	ul. Tatrzańska 35	81-313 Gdynia	http://colaska.pl/index/parafia/id/1956	18.5270124303024,54.5158051967252
Parafia pod wezwaniem Świętej Trójcy	http://www.parafia.gdynia.pl/ts/	Gdynia	ul. Nagietkowa 61	81-589 Gdynia-Dąbrowa	http://colaska.pl/index/parafia/id/1957	18.458715,54.4714523
Parafia pod wezwaniem św.Wawrzyńca		Gdynia		81-573 Gdynia-Wielki Kack	http://colaska.pl/index/parafia/id/1958	18.4952259063721,54.4690400272674
Parafia pod wezwaniem Św. Mateusza Apostoła i Ewangelisty		Gębice	ul. Ks. Br. Greinerta 6	88-330 Gebice	http://colaska.pl/index/parafia/id/1959	18.0398537,52.5990429
Parafia pod wezwaniem Św. Jozafata		Gęś	Gęś 64	21-205 Jabłoń	http://colaska.pl/index/parafia/id/1960	,
Parafia pod wezwaniem Św. Anny		Giby	Giby	16-506 Giby	http://colaska.pl/index/parafia/id/1961	23.3560871,54.0422463
Parafia pod wezwaniem Najświętszej Maryi Panny Bolesnej	http://www.parafiagidle.czestochowa.opoka.org.pl/	Gidle	ul. Kartuska 97	97-540 Gidle	http://colaska.pl/index/parafia/id/1962	19.4691245612488,50.9536201067094
Parafia pod wezwaniem św.Józefa Apostoła		Giebło		42-432 Giebło	http://colaska.pl/index/parafia/id/1963	,
Parafia pod wezwaniem Św. Idziego		Giebułtów	Giebułtów 68	32-085 Modlnica Wielka	http://colaska.pl/index/parafia/id/1964	19.8835875448571,50.1418132392561
Parafia pod wezwaniem Świętego Michała Archanioła	http://www.par-michal.legnica.opoka.org.pl/	Giebułtów	Giebułtów 138	59-630 Mirsk	http://colaska.pl/index/parafia/id/1965	15.4204587,50.944894
Parafia pod wezwaniem Najświętszej Maryi Panny Wniebowziętej		Giecz	Dominowo	63-012 Dominowo	http://colaska.pl/index/parafia/id/1966	,
Parafia pod wezwaniem Wszystkich Świętych		Gieczno		95-001 Biała	http://colaska.pl/index/parafia/id/1967	 19.720458984375,51.767839887322125
Parafia pod wezwaniem Świętego Michała Archanioła	http://parafiagiedlarowa.com/	Giedlarowa	Giedlarowa 1148	37-300 Leżajsk	http://colaska.pl/index/parafia/id/1968	22.4199414253235,50.2356155361074
Parafia pod wezwaniem bł.Władysława z Gielniowa		Gielniów		26-634 Gielniów	http://colaska.pl/index/parafia/id/1969	 20.472958087921143,51.398777259985415
Parafia pod wezwaniem Matki Boskiej Częstochowskiej		Giełczew	Giełczew	22-145 Giełczew	http://colaska.pl/index/parafia/id/1970	22.8573676,51.1319613
Parafia pod wezwaniem Nawiedzenia NMP		Giełczyn		19-105 Laskowiec	http://colaska.pl/index/parafia/id/1971	,
Parafia pod wezwaniem Świętego Jana Chrzciciela	http://www.diecezja.gda.pl/parafie/dekanat-giemlice.htm	Giemlice	Giemlice 12	83-022 Suchy Dąb	http://colaska.pl/index/parafia/id/1972	,
Parafia pod wezwaniem św.Michała Archanioła		Gierałcice		48-340 Głuchołązy	http://colaska.pl/index/parafia/id/1973	,
Parafia pod wezwaniem Matki Boskiej Szkaplerznej	http://www.parafia.gieraltowice.pl/	Gierałtowice	ul. ks. W. Roboty 35	44-186 Gierałtowice	http://colaska.pl/index/parafia/id/1974	18.7343606,50.2242211
Parafia pod wezwaniem Św. Apostołów Szymona i Judy Tadeusza		Gierałtowice	Gierałtowice,ul. Strażaków 11	47-208 Reńska Wieś	http://colaska.pl/index/parafia/id/1975	18.0892293,50.2739078
Parafia pod wezwaniem Św. Marcina		Gierałtowice	Gierałtowice 64	34-122 Wieprz	http://colaska.pl/index/parafia/id/1976	19.3608643,49.917686
Parafia pod wezwaniem Św. Antoniego Padewskiego		Gierałtów	Gierałtów 48	59-733 Wykroty	http://colaska.pl/index/parafia/id/1977	,
Parafia pod wezwaniem Matki Bożej Bolesnej		Gierczyce	Gierczyce 10	32-744 Łapczyca	http://colaska.pl/index/parafia/id/1978	20.3412605,49.9513027
Parafia pod wezwaniem św.Mikołaja		Gierczyce		27-532 Wojciechowice	http://colaska.pl/index/parafia/id/1979	,
Parafia pod wezwaniem Św. Jana Chrzciciela		Gierzwałd	Gietrzwałd	14-107 Gierzwałd	http://colaska.pl/index/parafia/id/1980	,
Parafia pod wezwaniem Narodzenia Najświętszej Maryi Panny	http://www.gietrzwald.3c.pl/	Gietrzwałd	Gietrzwałd 36	11-036 Gietrzwałd	http://colaska.pl/index/parafia/id/1981	 20.235410928726196,53.748342828268015
<a href="/files/pictures/1982/1.jpg" alt="colaska.pl" title="Parafia pod wezwaniem Podwyższenia Krzyża Świętego" rel="prettyPhoto[pp_gal]"><img src="/files/pictures/1982/m1.jpg" class="mainImage radius"/></a>Parafia pod wezwaniem Podwyższenia Krzyża Świętego		Giewartów	ul. Parkowa 2	62-403 Giewartów	http://colaska.pl/index/parafia/id/1982	 17.949863076210022,52.375592626891674
Parafia pod wezwaniem Świętego Andrzeja Apostoła	http://www.gilowice.bielsko.opoka.org.pl/	Gilowice	Gilowice 71	34-322 Gilowice	http://colaska.pl/index/parafia/id/1983	19.2911275,49.7053824
Parafia pod wezwaniem Najświętszego Serca Pana Jezusa		Gilów	Gilów 66	23-451 Jędrzejówka	http://colaska.pl/index/parafia/id/1984	,
Parafia pod wezwaniem Św. Jadwigi Śląskiej		Gilów	Gilów 42	58-217 Gilów	http://colaska.pl/index/parafia/id/1985	16.7611579,50.7209418
Parafia pod wezwaniem Św. Jana Chrzciciela		Giławy	Giławy 18	11-030 Purda	http://colaska.pl/index/parafia/id/1986	,
Parafia pod wezwaniem Przemienienia Pańskiego	http://www.gizyce.pl/	Giżyce	Giżyce 3	63-520 Grabów n/Prosną	http://colaska.pl/index/parafia/id/1987	 18.14664602279663,51.53692646357954
Parafia pod wezwaniem Świętych Apostołów Piotra i Pawła	http://www.gizyce.lowicz.opoka.org.pl/	Giżyce	Giżyce k. Sochaczewa	09-536 Brzozów	http://colaska.pl/index/parafia/id/1988	,
Parafia pod wezwaniem Ducha Świętego Pocieszyciela	http://www.gizycko-ducha-swietego.diecezja.elk.pl/	Giżycko	ul. S. Moniuszki 2 a	11-500 Giżycko	http://colaska.pl/index/parafia/id/1989	21.7523902,54.0366392
Parafia pod wezwaniem Świętej Anny		Giżycko	ul. Królowej Jadwigi 12	11-500 Gizycko	http://colaska.pl/index/parafia/id/1990	21.7862017,54.0445858
Parafia pod wezwaniem Świętego Brunona z Kwerfurtu Biskupa Męczennika	http://www.gizycko-brunon.diecezja.elk.pl/	Giżycko	ul. Pionierska 14	11-500 Giżycko	http://colaska.pl/index/parafia/id/1991	21.7738918,54.040795
Parafia pod wezwaniem Świętego Kazimierza Królewicza	http://www.swkazimierz.fotogizycko.pl/	Giżycko	ul. Pionierska 14 a	11-500 Giżycko	http://colaska.pl/index/parafia/id/1992	21.7738918,54.040795
Parafia pod wezwaniem Św. Maksymiliana Marii Kolbego		Giżycko	ul. Wiejska 22	11-500 Gizycko	http://colaska.pl/index/parafia/id/1993	21.76517,54.0500368
Parafia pod wezwaniem św.Trójcy		Giżycko		11-600 Węgorzewo	http://colaska.pl/index/parafia/id/1994	,
Parafia pod wezwaniem Narodzenia Najświętszej Maryi Panny		Glaznoty	Glaznoty	14-124 Pietrzwałd	http://colaska.pl/index/parafia/id/1995	,
Parafia pod wezwaniem św.Franciszka z Asyżu		Stobno		64-905 Stobno	http://colaska.pl/index/parafia/id/1996	,
Parafia pod wezwaniem Przemienienia Pańskiego	http://www.gliczarow.webpark.pl/	Gliczarów Górny	Gliczarów Górny 111 a (Wierchy)	34-425 Biały Dunajec	http://colaska.pl/index/parafia/id/1997	20.0111305,49.3680692
Parafia pod wezwaniem Św. Wawrzyńca		Glinianka	ul. Wawrzyniecka 149	05-408 Glinianka	http://colaska.pl/index/parafia/id/1998	 21.418147087097168,52.13126204697755
Parafia pod wezwaniem Św. Wojciecha		Gliniany	Gliniany	27-530 Ożarów	http://colaska.pl/index/parafia/id/1999	21.6323783,50.9282091
Parafia pod wezwaniem Św. Maksymiliana Marii Kolbego		Glinik	Glinik 103	39-106 Łączki Kucharskie	http://colaska.pl/index/parafia/id/2001	,
Parafia pod wezwaniem św.Józefa Robotnika		Glinik Polski		38-204 Tarnowiec	http://colaska.pl/index/parafia/id/2002	,
Parafia pod wezwaniem Matki Boskiej Częstochowskiej		Glinik Zaborowski	Glinik Zaborowski 113	38-103 Glinik	http://colaska.pl/index/parafia/id/2003	,
Parafia pod wezwaniem Św. Antoniego Padewskiego		Glinno Wielkie	Glinno Wielkie	88-112 Zawiszyn	http://colaska.pl/index/parafia/id/2004	18.3440606,52.9678057
Parafia pod wezwaniem Św. Stanisława	http://www.glinojeck.plock.opoka.org.pl/	Glinojeck	ul. Wojska Polskiego 1	06-450 Glinojeck	http://colaska.pl/index/parafia/id/2005	 20.284005850553513,52.81876811287993
Parafia pod wezwaniem Najświętszego Serca Pana Jezusa		Glisne	Glisne 51	34-730 Mszana Dolna	http://colaska.pl/index/parafia/id/2006	20.0742174,49.6799732
Parafia pod wezwaniem Chrystusa Króla	http://www.kuria.gliwice.pl/kuria/index.php?akcja=parafia&ID=45	Gliwice	ul. S. Okrzei 31	44-100 Gliwice	http://colaska.pl/index/parafia/id/2007	18.6935398,50.301319
Parafia pod wezwaniem Ducha Świętego	http://www.parafiaostropa.gliwice.opoka.org.pl/	Gliwice	ul. Nauczycielska 1	44-151 Gliwice-Ostropa	http://colaska.pl/index/parafia/id/2008	18.6004701,50.2842361
Parafia pod wezwaniem Matki Boskiej Częstochowskiej	http://www.trynek.gliwice.opoka.org.pl/	Gliwice	ul. J. Kilińskiego 2	44-100 Gliwice	http://colaska.pl/index/parafia/id/2009	18.6691605,50.2758751
Parafia pod wezwaniem Matki Bożej Kochawińskiej	http://www.jezuici.pl/gliwice/	Gliwice	ul. M. Kopernika 63 a	44-117 Gliwice	http://colaska.pl/index/parafia/id/2010	 18.658111095428467,50.31852339787102
Parafia pod wezwaniem Narodzenia Najświętszej Maryi Panny	http://www.kuria.gliwice.pl/kuria/index.php?akcja=parafia&ID=37	Gliwice	ul. Rolników 148	44-141 Gliwice-Bojków	http://colaska.pl/index/parafia/id/2011	18.6801499,50.2512938
Parafia pod wezwaniem Najświętszej Maryi Panny Matki Kościoła	http://www.matkakosciola.gliwice.pl/	Gliwice	ul. Pliszki 20	44-114 Gliwice-Sikornik	http://colaska.pl/index/parafia/id/2012	18.6528958,50.2764185
Parafia pod wezwaniem Najświętszej Maryi Panny Wspomożenia Wiernych	http://www.nmpww.com/	Gliwice	ul. ks. A. Stabika 9	44-103 Gliwice-Sośnica	http://colaska.pl/index/parafia/id/2013	18.7285555,50.2924101
Parafia pod wezwaniem NSPJ		Gliwice		44-106 Gliwice	http://colaska.pl/index/parafia/id/2014	18.6890255269394,50.2930688816722
Parafia pod wezwaniem Podwyższenia Krzyża Świętego	http://krzyz-gliwice.prv.pl	Gliwice	ul. I. Daszyńskiego 2	44-100 Gliwice	http://colaska.pl/index/parafia/id/2015	18.657136,50.2965672
Parafia pod wezwaniem Przenajświętszej Trójcy		Gliwice		44-100 Gliwice	http://colaska.pl/index/parafia/id/2016	,
Parafia pod wezwaniem św.Anny		Gliwice		44-109 Gliwice-Łabędy	http://colaska.pl/index/parafia/id/2017	 18.641270846128464,50.3386200793016
Parafia pod wezwaniem Św. Antoniego Padewskiego	http://www.antoni.celis.pl	Gliwice	ul. B. Głowackiego 3	44-100 Gliwice-Wójtowa Wieś	http://colaska.pl/index/parafia/id/2018	18.6434706,50.2863548
Parafia pod wezwaniem Świętych Apostołów Piotra i Pawła 	http://katedra.gliwice.pl/	Gliwice	ul. Jana Pawła II 5	44-100 Gliwice-Katedra	http://colaska.pl/index/parafia/id/2019	18.6660416,50.2914653
Parafia pod wezwaniem Świętej Barbary	http://www.kuria.gliwice.pl/kuria/index.php?akcja=parafia&ID=25	Gliwice	ul. św. Barbary 2	44-100 Gliwice	http://colaska.pl/index/parafia/id/2020	18.6716909,50.2954101
Parafia pod wezwaniem Świętego Bartłomieja	http://www.republika.pl/staszekp/	Gliwice	ul. Bernardyńska 19	44-100 Gliwice 2	http://colaska.pl/index/parafia/id/2021	18.6739071,50.310856
Parafia pod wezwaniem św.Gerarda		Gliwice		44-100 Gliwice	http://colaska.pl/index/parafia/id/2022	 18.620316088199615,50.30916939979083
Parafia pod wezwaniem Świętej Jadwigi Śląskiej	http://www.kuria.gliwice.pl/kuria/index.php?akcja=parafia&ID=28	Gliwice	ul. Zamojska 12	44-164 Gliwice-Brzezinka	http://colaska.pl/index/parafia/id/2023	18.5682648,50.3253258
Parafia pod wezwaniem Świętego Jerzego	http://www.jerzy.labedy.pl/	Gliwice	ul. Radosna 2	44-109 Gliwice-Łabędy	http://colaska.pl/index/parafia/id/2024	 18.626769483089447,50.3485584318035
Parafia pod wezwaniem Świętego Józefa	http://www.sw-jozef.gliwice.opoka.org.pl/	Gliwice	ul. św. Józefa 1	44-100 Gliwice-Ligota	http://colaska.pl/index/parafia/id/2025	18.700235,50.2784454
Parafia pod wezwaniem Świętego Michała Archanioła	http://www.kuria.gliwice.pl/kuria/index.php?akcja=parafia&ID=21	Gliwice	ul. Bolesława Krzywoustego 1	44-100 Gliwice	http://colaska.pl/index/parafia/id/2026	18.6755796,50.2894502
Parafia pod wezwaniem Świętej Rodziny	http://www.sw.rodzina.gliwice.opoka.org.pl/	Gliwice	ul. Chorzowska 46	44-100 Gliwice	http://colaska.pl/index/parafia/id/2027	18.705287,50.2990777
Parafia pod wezwaniem Wniebowzięcia Najświętszej Maryi Panny	http://www.kuria.gliwice.pl/kuria/index.php?akcja=parafia&ID=31	Gliwice	ul. Staromiejska 25	44-109 Gliwice-Łabędy	http://colaska.pl/index/parafia/id/2028	18.6170801,50.3372011
Parafia pod wezwaniem Wszystkich Świętych	http://www.fara.kuria.gliwice.pl/	Gliwice	ul. Kościelna 4	44-100 Gliwice	http://colaska.pl/index/parafia/id/2029	18.6644961,50.2956324
Parafia pod wezwaniem Zbawiciela		Gliwice		44-100 Gliwice	http://colaska.pl/index/parafia/id/2030	,
Parafia pod wezwaniem Świętego Jana Chrzciciela	http://80.55.224.2(30)parafia/	Gliwice	ul. J. Elsnera 21	44-105 Gliwice-Żerniki	http://colaska.pl/index/parafia/id/2031	18.7093282,50.3242977
Parafia pod wezwaniem Najświętszego Zbawiciela	http://www.glotowo.freehost.pl/	Glotowo	Glotowo 38	11-040 Dobre Miasto	http://colaska.pl/index/parafia/id/2032	,
Parafia pod wezwaniem Narodzenia Świętego Jana Chrzciciela	http://www.gladyszow.rzeszow.opoka.org.pl/index.html	Gładyszów	Gładyszów 46	38-315 Uście Gorlickie	http://colaska.pl/index/parafia/id/2033	,
Parafia pod wezwaniem Wniebowstąpienia Pańskiego		Gładyszów		38-300 Gorlice	http://colaska.pl/index/parafia/id/2034	,
Parafia pod wezwaniem Św. Urbana		Głębinów	Głębinów 18	48-381 Goświnowice	http://colaska.pl/index/parafia/id/2035	,
Parafia pod wezwaniem św.Marii Magdaleny		Głębokie		38-480 Rymanów	http://colaska.pl/index/parafia/id/2036	,
Parafia pod wezwaniem Trójcy Przenajświętszej		Głębokie	Sucha Struga 141	33-350 Piwniczna Zdrój	http://colaska.pl/index/parafia/id/2037	20.6950563,49.4386329
Parafia pod wezwaniem Matki Bożej Szkaplerznej		Głębowice	Głębowice 142	34-122 Wieprz k/Andrychowa	http://colaska.pl/index/parafia/id/2038	,
Parafia pod wezwaniem MB Szkaplerznej		Głębowice		56-160 Wińsko	http://colaska.pl/index/parafia/id/2039	16.736673116684,51.4480396261624
Parafia pod wezwaniem Św. Marii Magdaleny		Głogoczów	Głogoczów 74	32-444 Głogoczów	http://colaska.pl/index/parafia/id/2040	 19.878513514995575,49.89484865068392
Parafia pod wezwaniem Świętego Wojciecha Biskupa Męczennika	http://sanktuarium.glogowiec.pl/	Głogowiec	Głogowiec 10	99-300 Kutno	http://colaska.pl/index/parafia/id/2041	19.3360678,52.2034273
Parafia pod wezwaniem Miłosierdzia Bożego		Głogów	ul. Królowej Jadwigi 1	67-200 Głogów	http://colaska.pl/index/parafia/id/2042	16.112813,51.6461878
Parafia pod wezwaniem Najświętszej Maryi Panny Królowej Polski	http://www.krolowejpolski.pl/	Głogów	Pl. Kard. Wyszyńskiego 1	67-200 Głogów	http://colaska.pl/index/parafia/id/2043	 16.06727421283722,51.65361521525779
Parafia pod wezwaniem Św. Jana Bosko	http://www.parafiawojskowa.glogow.net.pl	Głogów	ul. Wojska Polskiego 58	67-201 Głogów	http://colaska.pl/index/parafia/id/2044	16.071827,51.6605654
Parafia pod wezwaniem Świętego Klemensa Dworzaka (Hofbauera)	http://www.klemens.glogow.pl/	Głogów	ul. gen. W. Sikorskiego 23	67-200 Głogów	http://colaska.pl/index/parafia/id/2045	16.0710803,51.6650883
Parafia pod wezwaniem Świętego Maksymiliana Marii Kolbego	http://www.maksymilian.glogow.pl/	Głogów	ul. Legnicka 2	67-200 Głogów	http://colaska.pl/index/parafia/id/2046	16.0815203,51.6522785
Parafia pod wezwaniem Świętego Mikołaja	http://www.mikolaj.glogow.pl/	Głogów	ul. Powstańców Śląskich 1	67-200 Głogów	http://colaska.pl/index/parafia/id/2047	 16.09444633126259,51.66277671612983
Parafia pod wezwaniem Św. Wawrzyńca	http://www.wawrzyniec.malach.org/	Głogów	ul. Okrężna 14	67-200 Głogów	http://colaska.pl/index/parafia/id/2048	 16.05766251683235,51.65750067654925
Parafia pod wezwaniem Wniebowzięcia Najświętszej Maryi Panny	http://www.kolegiata.com.pl	Głogów	pl. Kolegiacki 10	67-200 Głogów	http://colaska.pl/index/parafia/id/2049	16.0933551,51.6709685
Parafia pod wezwaniem Świętej Trójcy		Głogów Małopolski	ul. Kościelna 4	36-060 Głogów Małopolski	http://colaska.pl/index/parafia/id/2050	21.964053,50.152712
Parafia pod wezwaniem Świętego Bartłomieja Apostoła	http://www.parafia.glogovia.pl/	Głogówek	ul. Kościelna 2	48-250 Głogówek	http://colaska.pl/index/parafia/id/2051	17.860055,50.352829
Parafia pod wezwaniem Świętego Maksymiliana Marii Kolbego	http://www.glojsce.rzeszow.opoka.org.pl/	Głojsce	ul. Szkolna 19	38-450 Dukla	http://colaska.pl/index/parafia/id/2052	,
Parafia pod wezwaniem Wniebowzięcia NMP		Głoska		55-027 Księginice	http://colaska.pl/index/parafia/id/2053	,
Parafia pod wezwaniem Matki Bożej Wspomożenia Wiernych		Głosków	ul. Millenium 13	05-503 Głosków	http://colaska.pl/index/parafia/id/2054	20.9554413,52.0302785
Parafia pod wezwaniem Świętego Wawrzyńca Diakona Męczennika	http://parafiaglowaczow.republika.pl/	Głowaczów	ul. Plebańska 1	26-903 Głowaczów	http://colaska.pl/index/parafia/id/2056	 21.317438185214996,51.62434457857358
Parafia pod wezwaniem Świętego Maksymiliana Marii Kolbego	http://www.glowienka.franciszkanie.pl	Głowienka	ul. Franciszkańska 39	38-455 Głowienka	http://colaska.pl/index/parafia/id/2057	,
Parafia pod wezwaniem Świętego Jakuba Apostoła	http://www.jakubglowno.pl	Głowno	ul. Łowicka 7/11	95-015 Głowno	http://colaska.pl/index/parafia/id/2058	19.724485,51.964553
Parafia pod wezwaniem Św. Barbary		Głowno-Osiny	ul. Sikorskiego 1	95-015 Głowno	http://colaska.pl/index/parafia/id/2059	19.726163,51.945565
